time,setpoint,measured_position,error,raw_voltage,voltage_command
0.316000,90.000000,82.404930,7.671516,1.828501,1.828501
0.317000,90.000000,82.480736,7.595070,1.812982,1.812982
0.318000,90.000000,82.555901,7.519264,1.797593,1.797593
0.319000,90.000000,82.630417,7.444099,1.782334,1.782334
0.320000,90.000000,82.704308,7.369583,1.767206,1.767206
0.321000,90.000000,82.777573,7.295692,1.752205,1.752205
0.322000,90.000000,82.850212,7.222427,1.737331,1.737331
0.323000,90.000000,82.922234,7.149788,1.722584,1.722584
0.324000,90.000000,82.993645,7.077766,1.707962,1.707962
0.325000,90.000000,83.064453,7.006355,1.693463,1.693463
0.326000,90.000000,83.134659,6.935547,1.679087,1.679087
0.327000,90.000000,83.204262,6.865341,1.664833,1.664833
0.328000,90.000000,83.273270,6.795738,1.650701,1.650701
0.329000,90.000000,83.341690,6.726730,1.636689,1.636689
0.330000,90.000000,83.409523,6.658310,1.622797,1.622797
0.331000,90.000000,83.476784,6.590477,1.609023,1.609023
0.332000,90.000000,83.543465,6.523216,1.595366,1.595366
0.333000,90.000000,83.609573,6.456535,1.581826,1.581826
0.334000,90.000000,83.675117,6.390427,1.568403,1.568403
0.335000,90.000000,83.740112,6.324883,1.555093,1.555093
0.336000,90.000000,83.804558,6.259888,1.541895,1.541895
0.337000,90.000000,83.868454,6.195442,1.528808,1.528808
0.338000,90.000000,83.931816,6.131546,1.515833,1.515833
0.339000,90.000000,83.994637,6.068184,1.502965,1.502965
0.340000,90.000000,84.056931,6.005363,1.490208,1.490208
0.341000,90.000000,84.118690,5.943069,1.477557,1.477557
0.342000,90.000000,84.179932,5.881310,1.465015,1.465015
0.343000,90.000000,84.240646,5.820068,1.452577,1.452577
0.344000,90.000000,84.300850,5.759354,1.440246,1.440246
0.345000,90.000000,84.360542,5.699150,1.428019,1.428019
0.346000,90.000000,84.419731,5.639458,1.415896,1.415896
0.347000,90.000000,84.478416,5.580269,1.403874,1.403874
0.348000,90.000000,84.536598,5.521584,1.391955,1.391955
0.349000,90.000000,84.594284,5.463402,1.380137,1.380137
0.350000,90.000000,84.651474,5.405716,1.368420,1.368420
0.351000,90.000000,84.708176,5.348526,1.356804,1.356804
0.352000,90.000000,84.764397,5.291824,1.345286,1.345286
0.353000,90.000000,84.820137,5.235603,1.333866,1.333866
0.354000,90.000000,84.875404,5.179863,1.322544,1.322544
0.355000,90.000000,84.930199,5.124596,1.311317,1.311317
0.356000,90.000000,84.984528,5.069801,1.300186,1.300186
0.357000,90.000000,85.038399,5.015472,1.289149,1.289149
0.358000,90.000000,85.091812,4.961601,1.278206,1.278206
0.359000,90.000000,85.144768,4.908188,1.267354,1.267354
0.360000,90.000000,85.197266,4.855232,1.256596,1.256596
0.361000,90.000000,85.249313,4.802734,1.245931,1.245931
0.362000,90.000000,85.300911,4.750687,1.235356,1.235356
0.363000,90.000000,85.352074,4.699089,1.224873,1.224873
0.364000,90.000000,85.402794,4.647926,1.214478,1.214478
0.365000,90.000000,85.453087,4.597206,1.204173,1.204173
0.366000,90.000000,85.502953,4.546913,1.193955,1.193955
0.367000,90.000000,85.552399,4.497047,1.183823,1.183823
0.368000,90.000000,85.601425,4.447601,1.173775,1.173775
0.369000,90.000000,85.650040,4.398575,1.163813,1.163813
0.370000,90.000000,85.698235,4.349960,1.153935,1.153935
0.371000,90.000000,85.746017,4.301765,1.144141,1.144141
0.372000,90.000000,85.793396,4.253983,1.134431,1.134431
0.373000,90.000000,85.840370,4.206604,1.124804,1.124804
0.374000,90.000000,85.886948,4.159630,1.115258,1.115258
0.375000,90.000000,85.933128,4.113052,1.105792,1.105792
0.376000,90.000000,85.978928,4.066872,1.096407,1.096407
0.377000,90.000000,86.024345,4.021072,1.087099,1.087099
0.378000,90.000000,86.069374,3.975655,1.077868,1.077868
0.379000,90.000000,86.114014,3.930626,1.068716,1.068716
0.380000,90.000000,86.158279,3.885986,1.059643,1.059643
0.381000,90.000000,86.202171,3.841721,1.050646,1.050646
0.382000,90.000000,86.245689,3.797829,1.041724,1.041724
0.383000,90.000000,86.288834,3.754311,1.032879,1.032879
0.384000,90.000000,86.331612,3.711166,1.024109,1.024109
0.385000,90.000000,86.374031,3.668388,1.015413,1.015413
0.386000,90.000000,86.416092,3.625969,1.006790,1.006790
0.387000,90.000000,86.457794,3.583908,0.998240,0.998240
0.388000,90.000000,86.499146,3.542206,0.989762,0.989762
0.389000,90.000000,86.540146,3.500854,0.981355,0.981355
0.390000,90.000000,86.580795,3.459854,0.973020,0.973020
0.391000,90.000000,86.621101,3.419205,0.964755,0.964755
0.392000,90.000000,86.661064,3.378899,0.956561,0.956561
0.393000,90.000000,86.700684,3.338936,0.948435,0.948435
0.394000,90.000000,86.739967,3.299316,0.940380,0.940380
0.395000,90.000000,86.778923,3.260033,0.932392,0.932392
0.396000,90.000000,86.817551,3.221077,0.924471,0.924471
0.397000,90.000000,86.855850,3.182449,0.916616,0.916616
0.398000,90.000000,86.893829,3.144150,0.908828,0.908828
0.399000,90.000000,86.931480,3.106171,0.901105,0.901105
0.400000,90.000000,86.968803,3.068520,0.893448,0.893448
0.401000,90.000000,87.005814,3.031197,0.885858,0.885858
0.402000,90.000000,87.042503,2.994186,0.878331,0.878331
0.403000,90.000000,87.078880,2.957497,0.870869,0.870869
0.404000,90.000000,87.114944,2.921120,0.863471,0.863471
0.405000,90.000000,87.150703,2.885056,0.856136,0.856136
0.406000,90.000000,87.186150,2.849297,0.848863,0.848863
0.407000,90.000000,87.221298,2.813850,0.841653,0.841653
0.408000,90.000000,87.256142,2.778702,0.834503,0.834503
0.409000,90.000000,87.290688,2.743858,0.827416,0.827416
0.410000,90.000000,87.324944,2.709312,0.820388,0.820388
0.411000,90.000000,87.358910,2.675056,0.813420,0.813420
0.412000,90.000000,87.392586,2.641090,0.806510,0.806510
0.413000,90.000000,87.425972,2.607414,0.799658,0.799658
0.414000,90.000000,87.459068,2.574028,0.792866,0.792866
0.415000,90.000000,87.491890,2.540932,0.786133,0.786133
0.416000,90.000000,87.524429,2.508110,0.779455,0.779455
0.417000,90.000000,87.556686,2.475571,0.772834,0.772834
0.418000,90.000000,87.588669,2.443314,0.766270,0.766270
0.419000,90.000000,87.620384,2.411331,0.759762,0.759762
0.420000,90.000000,87.651825,2.379616,0.753309,0.753309
0.421000,90.000000,87.682999,2.348175,0.746911,0.746911
0.422000,90.000000,87.713898,2.317001,0.740567,0.740567
0.423000,90.000000,87.744530,2.286102,0.734278,0.734278
0.424000,90.000000,87.774902,2.255470,0.728044,0.728044
0.425000,90.000000,87.805023,2.225098,0.721863,0.721863
0.426000,90.000000,87.834885,2.194977,0.715732,0.715732
0.427000,90.000000,87.864494,2.165115,0.709654,0.709654
0.428000,90.000000,87.893845,2.135506,0.703627,0.703627
0.429000,90.000000,87.922943,2.106155,0.697653,0.697653
0.430000,90.000000,87.951797,2.077057,0.691729,0.691729
0.431000,90.000000,87.980408,2.048203,0.685855,0.685855
0.432000,90.000000,88.008766,2.019592,0.680031,0.680031
0.433000,90.000000,88.036888,1.991234,0.674258,0.674258
0.434000,90.000000,88.064774,1.963112,0.668532,0.668532
0.435000,90.000000,88.092422,1.935226,0.662855,0.662855
0.436000,90.000000,88.119835,1.907578,0.657225,0.657225
0.437000,90.000000,88.147011,1.880165,0.651643,0.651643
0.438000,90.000000,88.173958,1.852989,0.646110,0.646110
0.439000,90.000000,88.200684,1.826042,0.640622,0.640622
0.440000,90.000000,88.227180,1.799316,0.635180,0.635180
0.441000,90.000000,88.253456,1.772820,0.629784,0.629784
0.442000,90.000000,88.279510,1.746544,0.624432,0.624432
0.443000,90.000000,88.305344,1.720490,0.619126,0.619126
0.444000,90.000000,88.330956,1.694656,0.613864,0.613864
0.445000,90.000000,88.356354,1.669044,0.608647,0.608647
0.446000,90.000000,88.381531,1.643646,0.603474,0.603474
0.447000,90.000000,88.406502,1.618469,0.598345,0.598345
0.448000,90.000000,88.431259,1.593498,0.593258,0.593258
0.449000,90.000000,88.455811,1.568741,0.588215,0.588215
0.450000,90.000000,88.480156,1.544189,0.583213,0.583213
0.451000,90.000000,88.504288,1.519844,0.578252,0.578252
0.452000,90.000000,88.528221,1.495712,0.573336,0.573336
0.453000,90.000000,88.551956,1.471779,0.568459,0.568459
0.454000,90.000000,88.575493,1.448044,0.563622,0.563622
0.455000,90.000000,88.598824,1.424507,0.558826,0.558826
0.456000,90.000000,88.621956,1.401176,0.554072,0.554072
0.457000,90.000000,88.644890,1.378044,0.549357,0.549357
0.458000,90.000000,88.667633,1.355110,0.544683,0.544683
0.459000,90.000000,88.690170,1.332367,0.540048,0.540048
0.460000,90.000000,88.712517,1.309830,0.535454,0.535454
0.461000,90.000000,88.734673,1.287483,0.530899,0.530899
0.462000,90.000000,88.756638,1.265327,0.526382,0.526382
